id,source_date_accessed,source_id,author,year,gender,genre,title,format,catalogue_numbers
143,20100817,1801A061,Caroline E. RICHARDSON,1801,Female,?|goth,"ADONIA, A DESULTORY STORY, IN FOUR VOLUMES. INSCRIBED, BY PERMISSION, TO HER GRACE THE DUCHESS OF BUCCLEUGH","4 vols (I 3, 300p; II 295p; III 343p; IV 372p). 12&deg;",BL 12614.cc.15; ECB 6; EN2 1801: 59; NSTC A479; OCLC 13275726
146,20100817,1801A064,Maria Lavinia SMITH,1801,Female,?|romance,THE FUGITIVE OF THE FOREST. A ROMANCE. IN TWO VOLUMES. BY MARIA LAVINIA SMITH,2 vols (I 232p; II 240p). 12&deg;,Corvey; CME 3-628-48662-9; EN2 1801: 62; NSTC S2542; xOCLC
150,20100817,1801A068,Harriet VENTUM,1801,Female,?,"JUSTINA; OR, THE HISTORY OF A YOUNG LADY. IN FOUR VOLUMES. BY HARRIET VENTUM, AUTHOR OF SELINA, &C. &C","4 vols (I iv, 264p; II 256p; III 215p; IV 215p). 12&deg;",CtY-BR In.V567.801J; ECB 612; EN2 1801: 66; xNSTC; OCLC 15062855
152,20100817,1801A070,Ann WINGROVE,1801,Female,?|romance,"THE SPINSTER'S TALE; IN WHICH IS INTRODUCED, LANGBRIDGE FORT, A ROMANCE. BY ANN WINGROVE, AUTHOR OF LETTERS MORAL AND ENTERTAINING. IN THREE VOLUMES",3 vols (I 192p; II 202p; III 180p). 12&deg;,Corvey; CME 3-628-48936-9; ECB 643; EN2 1801: 68; NSTC W2440; xOCLC
153,20100817,1801A071,Caroline von WOLZOGEN,1801,Female,?|gr,"AGNES DE LILIEN. A NOVEL. FROM THE GERMAN. IN THREE VOLUMES. BY THE AUTHOR OF STATIRA, AND THE RESTLESS MATRON",3 vols (I 263p; II 264p; III 332p). 12&deg;,BL 12551.bb.23; ECB 8; EN2 1801: 69; NSTC L1620; xOCLC
154,20100817,1801A072,Elizabeth WRIGHT,1801,Female,probnot,A MARVELLOUS PLEASANT LOVE-STORY. IN TWO VOLUMES,"2 vols (I v, 358p; II 348p). 8&deg;",Corvey; CME 3-628-48118-X; ECB 371; EN2 1801: 70; NSTC W3023; xOCLC
155,20100817,1801A073,Mrs R. P. M. YORKE,1801,Female,potgoth,"THE HAUNTED PALACE, OR THE HORRORS OF VENTOLIENE; A ROMANCE, BY MRS. YORKE, AUTHOR OF VALLEY OF COLLARES, ROMANCE OF SMYRNA, &C. &C. &C. IN THREE VOLUMES",3 vols (I 276p; II 268p; III 293p). 12&deg;,Corvey; CME 3-628-48987-3; ECB 652; EN2 1801: 71; NSTC Y116; OCLC 7129787
156,20100817,1801A074,Mrs R. P. M. YORKE,1801,Female,potgoth,"THE ROMANCE OF SMYRNA; OR, THE PREDICTION FULFILLED!!! IN FOUR VOLUMES",4 vols (I 198p; II 231p; III 227p; IV 258p). 12&deg;,Corvey; CME 3-628-48988-1; ECB 652; EN2 1801: 72; xNSTC; OCLC 7129801
159,20100817,1802A003,Janetta PHILIPPS,1802,Female,?,DELAVAL. A NOVEL. IN TWO VOLUMES,"2 vols (I 266p, ill.; II 216p). 12&deg;",Corvey; CME 3-628-47405-1; ECB 158; EN2 1802: 3; xNSTC; OCLC 6738026
162,20100817,1802A006,ANON,1802,Female,a,"JEALOUSY, OR THE DREADFUL MISTAKE. A NOVEL. IN TWO VOLUMES. BY A CLERGYMAN'S DAUGHTER",2 vols (I 306p; II 266p). 12&deg;,Corvey; CME 3-628-47931-2; ECB 306; EN2 1802: 6; xNSTC; OCLC 19712935
171,20100817,1802A015,Mary CHARLTON,1802,Female,?,"THE WIFE AND THE MISTRESS. A NOVEL. IN FOUR VOLUMES. BY MARY CHARLTON, AUTHOR OF THE PIRATE OF NAPLES, ROSELLA, ANDRONICA, &C. &C",4 vols (I 344p; II 353p; III 328p; IV 327p). 12&deg;,BL N.2506; ECB 107; EN2 1802: 17; NSTC C1530; OCLC 6688787
174,20100817,1802A018,Helen CRAIK,1802,Female,potgoth,"STELLA OF THE NORTH, OR THE FOUNDLING OF THE SHIP. A NOVEL. IN FOUR VOLUMES. BY THE AUTHOR OF ADELAIDE DE NARBONNE, &C","4 vols (I 295p, ill.; II 309p; III 323p; IV 341p). 12&deg;",Corvey; CME 3-628-48786-2; EN2 1802: 20; xNSTC; xOCLC
175,20100817,1802A019,Margaret CULLEN,1802,Female,?,"HOME. A NOVEL. IN FIVE VOLUMES. EXPECT NOT A STORY DECK'D IN THE GARB OF FANCY,&#8212;BUT LOOK AT HOME",5 vols (I 334p; II 312p; III 288p; IV 319p; V 364p). 12&deg;,Corvey; CME 3-628-47807-3; ECB 146; EN2 1802: 21; NSTC C4436; OCLC 13320564
179,20100817,1802A023,Jane ELSON,1802,Female,?,"THE VILLAGE ROMANCE. IN TWO VOLUMES. BY JANE ELSON, AUTHOR OF THE ROMANCE OF THE CASTLE, &C","2 vols (I 316p, ill.; II 311p). 12&deg;",Corvey; CME 3-628-47558-9; ECB 185; EN2 1802: 24; xNSTC; xOCLC
181,20100817,1802A025,"Elizabeth GUNNING [afterwards PLUNKETT, Elizabeth]",1802,Female,?,"THE FARMER'S BOY; A NOVEL: IN FOUR VOLUMES. BY MISS GUNNING, AUTHOR OF ""LOVE AT FIRST SIGHT""&#8212;""GIPSY COUNTESS,"" &C. &C. &C","4 vols ( I 226p, ill.; II 230p; III 226p; IV 262p). 12&deg;",Corvey; CME 3-628-47582-1; ECB 248; EN2 1802: 26; xNSTC; xOCLC
182,20100817,1802A026,"Elizabeth GUNNING [afterwards PLUNKETT, Elizabeth]",1802,Female,?,"THE HEIR APPARENT: A NOVEL. BY THE LATE MRS. GUNNING, AUTHOR OF THE DELBOROUGH FAMILY, MEMOIRS OF MARY, &C. REVISED AND AUGMENTED BY HER DAUGHTER, MISS GUNNING. IN THREE VOLUMES","3 vols (I viii, 251p; II 296p; III 298p). 12&deg;",Corvey; CME 3-628-47584-8; ECB 248; EN2 1802: 27; NSTC G2393; OCLC 21934630
183,20100817,1802A027,Jane HARVEY,1802,Female,?|potgoth,MINERVA CASTLE: A TALE,3 vols. 12&deg;,No copy located; ECB 257; EN2 1802: 28; xNSTC; xOCLC
184,20100817,1802A028,Jane HARVEY,1802,Female,?|potgoth,WARKFIELD CASTLE. A TALE. IN THREE VOLUMES. BY JANE HARVEY,3 vols (I 317p; II 322p; III 292p). 12&deg;,Corvey; CME 3-628-47855-3; ECB 257; EN2 1802: 29; xNSTC; OCLC 20086782
186,20100817,1802A030,Sarah Ann HOOK,1802,Female,?,"CELINA; OR, THE WIDOWED BRIDE. A NOVEL. FOUNDED ON FACTS. BY SARAH ANN HOOK. IN THREE VOLUMES","3 vols (I xxii, 226p; II 237p; III 214p). 12&deg;",IU 823.H764c; EN2 1802: 31; xNSTC; xOCLC
187,20100817,1802A031,Rachel HUNTER,1802,Female,?,"THE HISTORY OF THE GRUBTHORPE FAMILY, OR THE OLD BACHELOR AND HIS SISTER PENELOPE. BY MRS. HUNTER, OF NORWICH; AUTHOR OF LETITIA. IN THREE VOLUMES","3 vols (I viii, 270p; II 310p; III 310p). 12&deg;",Corvey; CME 3-628-47654-2; ECB 289; EN2 1802: 32; NSTC H3173; OCLC 16114066
188,20100817,1802A032,Isabella KELLY,1802,Female,goth,"THE BARON'S DAUGHTER: A GOTHIC ROMANCE. BY ISABELLA KELLY, AUTHOR OF MADELINE, ABBEY ST. ASAPH, AVONDALE PRIORY, EVA, RUTHINGLENNE, ETC. IN FOUR VOLUMES","4 vols (I iv, 244p; II 212p; III 176p; IV 182p). 12&deg;",BL 12611.bb.13; ECB 317; EN2 1802: 33; NSTC K134; xOCLC
195,20100817,1802A039,Anna Maria MACKENZIE,1802,Female,?,"MARTIN & MANSFELDT, OR THE ROMANCE OF FRANCONIA. IN THREE VOLUMES. BY ANNA MARIA MACKENZIE, AUTHOR OF MYSTERIES ELUCIDATED, FEUDAL EVENTS, &C","3 vols (I xxiii, 232p; II 325p; III 352p). 12&deg;",Corvey; CME 3-628-48096-5; ECB 360; EN2 1802: 39; NSTC M345; xOCLC
196,20100817,1802A040,Charlotte de Bournon MALARME,1802,Female,?,"MIRALBA, THE CHIEF OF THE BANDITTI. TRANSLATED FROM THE FRENCH",2 vols. 12&deg;,No copy located; ECB 388; EN2 1802: 40; xNSTC; xOCLC
198,20100817,1802A042,Mary MEEKE,1802,Female,?,"INDEPENDENCE. A NOVEL. IN FOUR VOLUMES. BY GABRIELLI, AUTHOR OF THE MYSTERIOUS HUSBAND, &C",4 vols (I 280p; II 237p; III 272p; IV 264p). 12&deg;,Corvey; CME 3-628-47846-4; ECB 293; EN2 1802: 42; xNSTC; OCLC 42242146
199,20100817,1802A043,Mary MEEKE,1802,Female,?,"MIDNIGHT WEDDINGS. A NOVEL. IN THREE VOLUMES. BY MRS. MEEKE, AUTHOR OF ANECDOTES OF THE ALTAMONT FAMILY, ELLESMERE, &C. &C",3 vols (I 297p; II 298p; III 319p). 12&deg;,Corvey; CME 3-628-48209-7; ECB 378; EN2 1802: 43; NSTC M1955; OCLC 6933103
201,20100817,1802A045,Anna MILLIKIN,1802,Female,potgoth,"PLANTAGENET: OR, SECRETS OF THE HOUSE OF ANJOU. A TALE OF THE TWELFTH CENTURY. WRITTEN BY ANNA MILLIKIN, AUTHOR OF ""CORFE CASTLE,""&#8212;""EVA,""&#8212;""THE CASKET,"" &C. &C. IN TWO VOLUMES",2 vols (I 224p; II 258p). 8&deg;,Corvey; CME 3-628-48132-5; ECB 454; EN2 1802: 45; NSTC M2411; OCLC 44910095
203,20100817,1802A047,Marian MOORE,1802,Female,?,LASCELLES. INTERSPERSED WITH CHARACTERSTIC SKETCHES FROM NATURE. IN THREE VOLUMES. BY MARIAN MOORE,3 vols (I 288p; II 295p; III 270p). 12&deg;,Corvey; CME 3-628-48284-4; ECB 394; EN2 1802: 47; xNSTC; OCLC 47116137
204,20100817,1802A048,Susanna OAKES,1802,Female,?,THE RULES OF THE FOREST. IN THREE VOLUMES. BY SUSANNA OAKES,"3 vols (I (n.d.) 278p, ill.; II (n.d.) 296p; III (1802) 464p). 12&deg;",Corvey; CME 3-628-48242-9; ECB 419; EN2 1802: 48; NSTC O15; xOCLC
205,20100817,1802A049,Anne ORMSBY,1802,Female,?,MEMOIRS OF A FAMILY IN SWISSERLAND; FOUNDED ON FACTS. IN FOUR VOLUMES,"4 vols (I 220p; II 224p; III v, 240p; IV vii, 230p). 12&deg;",Corvey; CME 3-628-48060-4; EN2 1802: 49; NSTC O481; OCLC 6959594
207,20100817,1802A051,Mary Elizabeth PARKER,1802,Female,?,ALFRED; OR THE ADVENTURES OF THE KNIGHT OF THE CASTLE. A NOVEL. IN THREE VOLUMES. BY MARY ELIZABETH PARKER,3 vols (I 343p; II 224p; III 194p). 12&deg;,Corvey; CME 3-628-48383-2; ECB 433; EN2 1802: 51; xNSTC; OCLC 50185265
209,20100817,1802A053,Eliza PARSONS,1802,Female,potgoth,"THE MYSTERIOUS VISIT: A NOVEL, FOUNDED ON FACTS. IN FOUR VOLUMES. BY MRS. PARSONS, AUTHOR OF THE PEASANT OF ARDENNE FOREST, THE VALLEY OF ST. GOTHARD, THE MISER AND HIS FAMILY, &C. &C. &C",4 vols (I 271p; II 259p; III 264p; IV 272p). 12&deg;,Corvey; CME 3-628-48399-9; ECB 435; EN2 1802: 53; NSTC P565; OCLC 6968540
210,20100817,1802A054,Miss PILKINGTON,1802,Female,?|ghost,"THE ACCUSING SPIRIT, OR DE COURCY AND EGLANTINE. A ROMANCE. IN FOUR VOLUMES. BY THE AUTHOR OF DELIA, ROSINA, AND THE SUBTERRANEAN CAVERN","4 vols (I 295p, ill.; II 276p; III 292p; IV 304p). 12&deg;",Corvey; CME 3-628-47004-8; ECB 3; EN2 1802: 54; NSTC B4627; OCLC 6972983
211,20100817,1802A055,Jane PURBECK,1802,Female,?|castle,"NEVILLE CASTLE; OR, THE GENEROUS CAMBRIANS. A NOVEL, IN FOUR VOLUMES. BY THE AUTHOR OF RAYNSFORD PARK","4 vols (I iv, 256p; II 288p; III 299p; IV 312p). 12&deg;",Corvey; CME 3-628-48189-9; ECB 410; EN2 1802: 55; xNSTC; xOCLC
213,20100817,1802A057,Sarah SHERIFFE,1802,Female,?|romance|goth,"CORRELIA, OR THE MYSTIC TOMB. A ROMANCE. IN FOUR VOLUMES. BY THE AUTHOR OF HUMBERT CASTLE","4 vols (I xii, 324p; II 335p; III 350p; IV 363p). 12&deg;",Corvey; CME 3-628-47366-7; EN2 1802: 57; xNSTC; OCLC 6692005
214,20100817,1802A058,Eleanor SLEATH,1802,Female,potgoth|north,"WHO'S THE MURDERER? OR THE MYSTERY OF THE FOREST. A NOVEL. IN FOUR VOLUMES. BY ELEANOR SLEATH, AUTHOR OF THE ORPHAN OF THE RHINE, &C","4 vols (I 362p, ill.; II 387p; III 370p; IV 398p). 12&deg;",Corvey; CME 3-628-48757-9; ECB 542; EN2 1802: 58; xNSTC; OCLC 7071407
216,20100817,1802A060,Jane WEST,1802,Female,?,"THE INFIDEL FATHER; BY THE AUTHOR OF ""A TALE OF THE TIMES,"" ""A GOSSIP'S STORY,"" &C. IN THREE VOLUMES","3 vols (I iv, iii, 306p; II vii, 345p; III iv, 346p). 12&deg;",Corvey; CME 3-628-48892-3; EN2 1802: 60; NSTC W1345; OCLC 4166256
217,20100817,1802A061,Ann WILSON,1802,Female,?,LADY GERALDINE BEAUFORT. A NOVEL IN THREE VOLUMES. BY A DAUGHTER OF THE LATE SERJEANT WILSON,3 vols (I 278p; II 240p; III 291p). 12&deg;,Corvey; CME 3-628-47890-1; ECB 641; EN2 1802: 61; xNSTC; OCLC 4151358
229,20100817,1803A012,ANON,1803,Female,a,THE VALE OF CONWAY. A NOVEL. BY A LADY. IN FOUR VOLUMES,"4 vols (I vi, 269p; II 269p; III 303p; IV 323p). 12&deg;",Corvey; CME 3-628-48851-6; ECB 609; EN2 1803: 12; xNSTC; xOCLC
230,20100817,1803A013,"Mme de Pienne, Duchesse d' AUMONT",1803,Female,?|romance,"ITALIAN JEALOUSY: OR, THE HISTORY OF LADY GEORGINA CECIL. BY THE DUCHESS OF PIENNE. IN THREE VOLUMES",3 vols (I 296p; II 285p; III 345p). 12&deg;,Corvey; CME 3-628-48440-5; ECB 450; EN2 1803: 13; xNSTC; xOCLC
233,20100817,1803A016,Eliza Nugent BROMLEY,1803,Female,?|romance,"THE CAVE OF COSENZA: A ROMANCE OF THE EIGHTEENTH CENTURY. ALTERED FROM THE ITALIAN. BY ELIZA NUGENT BROMLEY; AUTHOR OF LAURA AND AUGUSTUS. DEDICATED, BY PERMISSION, TO HIS ROYAL HIGHNESS THE DUKE OF YORK. IN TWO VOLUMES",2 vols (I 330p; II 349p). 12&deg;,Corvey; CME 3-628-47162-1; ECB 77; EN2 1803: 16; xNSTC; OCLC 6655996
234,20100817,1803A017,Charlotte BROOKE,1803,Female,?,"EMMA; OR THE FOUNDLING OF THE WOOD. A NOVEL. BY MISS BROOKE, DAUGHTER OF THE LATE HENRY BROOKE, AUTHOR OF THE FOOL OF QUALITY, ETC","1 vol.  (vii, 180p). 12&deg;",Corvey; CME 3-628-47163-X; ECB 77; EN2 1803: 17; xNSTC; OCLC 43811459
239,20100817,1803A022,,1803,Female,a,THE PHILOSOPHIC KIDNAPPER. A NOVEL. IN THREE VOLUMES. ALTERED FROM THE FRENCH BY THE AUTHOR OF THE WIFE AND THE MISTRESS,"3 vols (I iv, 277p; II 280p; III 286p). 12&deg;",Corvey; CME 3-628-47255-5; ECB 447; EN2 1803: 22; xNSTC; OCLC 6688695
240,20100817,1803A023,Sophie Ristaud COTTIN,1803,Female,potgoth|romance,AMELIA MANSFIELD. TRANSLATED FROM THE FRENCH OF MADAME C***. AUTHOR OF MALVINA & CLAIRE D'ALBE,"4 vols (I vi, 272p; II 239p; III 299p; IV 360p). 12&deg;",BL 12611.a.21; EN2 1803: 23; NSTC C3811; OCLC 40278664
241,20100817,1803A024,Sophie Ristaud COTTIN,1803,Female,potgoth|romance,"MALVINA, BY MADAME C****, AUTHORESS OF CLARE D'ALBE, AND AMELIA MANSFIELD. TRANSLATED FROM THE FRENCH, BY MISS GUNNING, IN FOUR VOLUMES",4 vols (I 237p; II 246p; III 236p; IV 261p). 12&deg;,O 249.s.513; ECB 365; EN2 1803: 24; NSTC P2191; OCLC 14225703
244,20100817,1803A027,Catherine CUTHBERTSON,1803,Female,?|romance,ROMANCE OF THE PYRENEES. IN FOUR VOLUMES,4 vols (I 337p; II 324p; III 336p; IV 346p). 12&deg;,ViU PZ2.C874R.1803; ECB 501; EN2 1803: 27; xNSTC; OCLC 6715920
247,20100817,1803A030,Mrs E. M. FOSTER,1803,Female,?,"LIGHT AND SHADE: A NOVEL. BY THE AUTHOR OF FEDERETTA; REBECCA; MIRIAM; AND CONCEALMENT, OR THE CASCADE OF LANTWARRYBN",4 vols (I 219p; II 247p; III 181p; IV 181p). 12&deg;,Corvey; CME 3-628-48099-X; ECB 346; EN2 1803: 30; NSTC F1158; OCLC 13299161
248,20100817,1803A031,"St&#233;phanie F&#233;licit&#233;, Comtesse de GENLIS",1803,Female,?,THE DEPRAVED HUSBAND AND THE PHILOSOPHIC WIFE. IN TWO VOLUMES. BY MADAME GENLIS,2 vols (I 186p; II 139p). 12&deg;,CtY-BR Hfd29.370; ECB 225; EN2 1803: 31; xNSTC; xOCLC
249,20100817,1803A032,Elisabeth GU&#201;NARD,1803,Female,?|monk,THE THREE MONKS!!! FROM THE FRENCH. BY H. J. SARRETT. IN TWO VOLUMES,2 vols (I 191p; II 204p). 12&deg;,Corvey; CME 3-628-48526-6; ECB 590; EN2 1803: 32; NSTC G2326; xOCLC
250,20100817,1803A033,"Elizabeth GUNNING [afterwards PLUNKETT, Elizabeth]",1803,Female,?,"THE WAR-OFFICE: A NOVEL. BY MISS GUNNING, AUTHOR OF ""THE PACKET,"" ""FARMER'S BOY,"" &C. &C. IN THREE VOLUMES","3 vols (I viii, 239p; II 218p; III 220p). 12&deg;",Corvey; CME 3-628-47588-0; EN2 1803: 33; xNSTC; xOCLC
251,20100817,1803A034,"Susannah GUNNING [n&#233;e MINIFIE, Susannah]",1803,Female,?,"THE UNION: A NOVEL, IN THREE VOLUMES. BY MISS MINIFIE, AUTHOR OF THE COUNT DE POLAND",3 vols (I 247p; II 262p; III 249p). 12&deg;,Corvey; CME 3-628-48167-8; EN2 1803: 47; xNSTC; xOCLC
252,20100817,1803A035,Elizabeth HELME,1803,Female,potgoth,"ST. CLAIR OF THE ISLES: OR, THE OUTLAWS OF BARRA, A SCOTTISH TRADITION. BY ELIZABETH HELME. IN FOUR VOLUMES","4 vols (I iv, 264p; II 216p; III 240p; IV 251p). 12&deg;",Corvey; CME 3-628-47757-3; ECB 278; EN2 1803: 34; NSTC H1230; OCLC 6742932
254,20100817,1803A037,Esther HOLSTEN,1803,Female,?,"MIRANDA; OR, THE MYSTERIOUS STRANGER. A NOVEL: IN TWO VOLUMES. DEDICATED, BY PERMISSION, TO THE RT. HON. VISCOUNTESS BULKELEY. BY ESTHER HOLSTEN, AUTHOR OF ""ERNESTINA.""",2 vols (I 189p; II 225p). 12&deg;,Corvey; CME 3-628-47743-3; ECB 278; EN2 1803: 36; xNSTC; OCLC 45624023
257,20100817,1803A040,Isabella KELLY,1803,Female,potgoth,"A MODERN INCIDENT IN DOMESTIC LIFE. IN TWO VOLUMES. BY ISABELLA KELLY, AUTHOR OF MADELINE, ABBEY ST. ASAPH, AVONDALE PRIORY, EVA, RUTHINGLENNE, BARON'S DAUGHTERS, &C. &C. &C","2 vols (I viii, 240p; II 225p). 12&deg;",Corvey; CME 3-628-47981-9; ECB 317; EN2 1803: 39; NSTC K136; OCLC 6797458
258,20100817,1803A041,Anne KER,1803,Female,potgoth,"THE MYSTERIOUS COUNT; OR, MONTVILLE CASTLE. A ROMANCE, IN TWO VOLUMES. BY ANNE KER","2 vols (I iv, 232p; II 240p). 12&deg;",Corvey; CME 3-628-47997-5; ECB 403; EN2 1803: 40; xNSTC xOCLC
267,20100817,1803A050,Marian MOORE,1803,Female,?,"ARIANA AND MAUD. A NOVEL. IN THREE VOLUMES. BY MARIAN MOORE, AUTHOR OF LASCELLES","3 vols (I iv, 287p; II 261p; III 240p). 12&deg;",Corvey; CME 3-628-48283-6; EN2 1803: 50; ECB 394; xNSTC; xOCLC
269,20100817,1803A052,Christiane Benedicte Eugenie NAUBERT,1803,Female,potgoth|romance,"LINDORF AND CAROLINE; OR, THE DANGER OF CREDULITY. IN THREE VOLS. TRANSLATED FROM THE GERMAN OF PROFESSOR KRAMER, BY MARY JULIA YOUNG, AUTHOR OF ROSE MOUNT CASTLE; THE EAST INDIAN; THE KINSMEN OF NAPLES; POEMS, &C","3 vols (I vi, 221p; II 228p; III 247p). 12&deg;",ViU PZ2.N38Li.1803; ECB 325; EN2 1803: 52; xNSTC; OCLC 6958874
270,20100817,1803A053,Christiane Benedicte Eugenie NAUBERT,1803,Female,potgoth|romance,"WALTER DE MONBARY, GRAND MASTER OF THE KNIGHTS TEMPLARS. AN HISTORICAL ROMANCE. IN FOUR VOLUMES. FROM THE GERMAN OF PROFESSOR KRAMER, AUTHOR OF HERMAN OF UNNA","4 vols (I 288p, ill.; II 272p; III 248p; IV 245p). 12&deg;",Corvey; CME 3-628-48818-4; EN2 1803: 53; NSTC N349; OCLC 24408377
272,20100817,1803A055,"Sydney OWENSON [afterwards MORGAN, Lady Sydney]",1803,Female,?|romance,"ST. CLAIR; OR, THE HEIRESS OF DESMOND. BY S. O","1 vol.  (iv, 240p). 12&deg;",Dt 192r141; ECB 396; EN2 1803: 55; xNSTC; OCLC 21462228
276,20100817,1803A059,Jane PORTER,1803,Female,?|potgoth,THADDEUS OF WARSAW. IN FOUR VOLUMES. BY MISS PORTER,"4 vols (I xi, 247p; II 224p; III 236p; IV 238p). 12&deg;",Corvey; CME 3-628-48362-X; ECB 464; EN2 1803: 59; xNSTC; OCLC 6978580
277,20100817,1803A060,Marie Jeanne RICCOBONI,1803,Female,?,"ERESTINA, A TALE, TAKEN FROM THE FRENCH, WITH ALTERATIONS AND ADDITIONS OF THE TRANSLATOR, BY FRANCIS LATHOM",1 vol.  (162p). 12&deg;,Corvey; CME 3-628-47894-4; EN2 1803: 60; xNSTC; xOCLC
278,20100817,1803A061,Mrs RICE,1803,Female,?,THE DESERTED WIFE. A TALE OF MUCH TRUTH. IN TWO VOLUMES,2 vols (I 212p; II 245p). 12&deg;,Corvey; CME 3-628-47446-9; EN2 1803: 61; xNSTC; xOCLC
280,20100817,1803A063,Sarah SHERIFFE,1803,Female,?|romance|goth,THE FOREST OF HOHENELBE. A TALE. IN THREE VOLUMES. BY THE AUTHOR OF HUMBERT CASTLE AND CORRELIA,3 vols (I 367p; II 347p; III 362p). 12&deg;,Corvey; CME 3-628-47800-6; ECB 211; EN2 1803: 64; xNSTC; OCLC 12186211
284,20100817,1803A067,Anne Louise Germaine de STA&#203;L-HOLSTEIN,1803,Female,?|romance,DELPHINE: A NOVEL. BY MADAME DE STAEL-HOLSTEIN. TRANSLATED FROM THE FRENCH. IN THREE VOLUMES,"3 vols (I xxiv, 461p; II 357p; III 301p). 12&deg;",BL 12510.bb.21; ECB 557; EN2 1803: 67; NSTC S3440; OCLC 7111975
285,20100817,1803A068,Anne Louise Germaine de STA&#203;L-HOLSTEIN,1803,Female,?|romance,"MARGARET OF STRAFFORD, AN HISTORICAL ROMANCE: INTERSPERSED WITH SEVERAL ANECDOTES OF THE REIGN OF CHARLES II. AND OTHER MEMORIALS RELATIVE TO THE REVOLUTION. IN FIVE VOLS. BY MADAME DE STAEL, AUTHOR OF DELPHINE, &C. &C",5 vols (I 211p; II 205p; III 247p; IV 217p; V 191p). 12&deg;,Corvey; CME 3-628-47500-7; ECB 557; EN2 1803: 68; xNSTC; xOCLC
286,20100817,1803A069,Miss TAYLOR,1803,Female,?,"THE NOBLEMAN AND HIS STEWARD, OR MEMOIRS OF THE ALBANY FAMILY. A NOVEL. IN THREE VOLUMES","3 vols (I 263p, ill.; II 271p; III 304p). 12&deg;",Corvey; CME 3-628-48231-3; ECB 415; EN2 1803: 69; xNSTC; xOCLC
287,20100817,1803A070,Elizabeth THOMAS,1803,Female,?,"MAIDS AS THEY ARE NOT, AND WIVES AS THEY ARE. A NOVEL. IN FOUR VOLUMES. BY MRS. MARTHA HOMELY","4 vols (I iv, 190p; II iv, 297p; III 4, 224p; IV iv, 189p). 12&deg;",Corvey; CME 3-628-47681-X; EN2 1803: 70; xNSTC; xOCLC
289,20100817,1803A072,Maria VANZEE,1803,Female,?|potgoth,"FATE; OR, SPONG CASTLE. BY MARIA VANZEE","1 vol.  (vi, 231p). 12&deg;",Corvey; CME 3-628-48857-5; ECB 612; EN2 1803: 72; xNSTC; xOCLC
294,20100817,1803A077,Sophia WOODFALL,1803,Female,?,"FREDERICK MONTRAVERS; OR, THE ADOPTED SON. A NOVEL. IN TWO VOLUMES. BY SOPHIA WOODFALL","2 vols (I x, 190p; II 231p). 12&deg;",Corvey; CME 3-628-48981-4; ECB 647; EN2 1803: 77; NSTC W2737; xOCLC
295,20100817,1803A078,Mary Julia YOUNG,1803,Female,potgoth|romance,"MOSS CLIFF ABBEY; OR, THE SEPULCHRAL HARMONIST. A MYSTERIOUS TALE. IN FOUR VOLS. BY MARY-JULIA YOUNG, AUTHOR OF ROSE MOUNT CASTLE; THE EAST INDIAN; THE KINSMEN OF NAPLES; POEMS, &C",4 vols (I 198p; II 215p; III 196p; IV 216p). 12&deg;,Corvey; CME 3-628-48993-8; ECB 654; EN2 1803: 78; xNSTC; xOCLC
296,20100817,1803A079,Mary Julia YOUNG,1803,Female,?|romance|goth,"RIGHT AND WRONG; OR, THE KINSMEN OF NAPLES. A ROMANTIC STORY, IN FOUR VOLUMES. BY MARY JULIA YOUNG, AUTHOR OF ROSE MOUNT CASTLE, THE EAST INDIAN, MOSS CLIFF ABBEY, POEMS, &C. &C",4 vols (I 232p; II 228p; III 201p; IV 242p). 12&deg;,Corvey; CME 3-628-48995-4; ECB 654; EN2 1803: 79; NSTC Y236; OCLC 13323844
313,20100817,1804A017,Maria EDGEWORTH,1804,Female,goth,"POPULAR TALES. BY MARIA EDGEWORTH, AUTHOR OF PRACTICAL EDUCATION, BELINDA, CASTLE RACKRENT, IRISH BULLS, &C. &C","3 vols (I iv, 384p; II 367p; III 394p). 12&deg;",Corvey; CME 3-628-47576-7; ECB 178; EN2 1804: 17; NSTC E242; OCLC 11287183
314,20100817,1804A018,"St&#233;phanie F&#233;licit&#233;, Comtesse de GENLIS",1804,Female,?,THE DUCHESS OF LA VALLIERE. AN HISTORICAL ROMANCE. BY MADAME DE GENLIS. TRANSLATED FROM THE FRENCH. IN TWO VOLUMES,"2 vols (I, xxxv, 264p; II 319p). 12&deg;",CtY-BR Hfd29.351.V; ECB 225; EN2 1804: 18; xNSTC; OCLC 5226405
316,20100817,1804A020,Mary GOLDSMITH,1804,Female,?|romance,"CASUALTIES. A NOVEL. IN TWO VOLUMES. BY MARY GOLDSMITH, AUTHOR OF THE COMEDY ENTITLED SHE LIVES! OR, THE GENEROUS BROTHER","2 vols (I xvi, 182p; II 166p). 12&deg;",BL 12612.ccc.14; CME 3-628-47820-0; ECB 235; EN2 1804: 20; NSTC G1323; xOCLC
317,20100817,1804A021,Elizabeth Sarah Villa-Real GOOCH,1804,Female,?,SHERWOOD FOREST; OR NORTHERN ADVENTURES. A NOVEL. IN THREE VOLUMES. BY MRS. VILLA-REAL GOOCH,"3 vols (I xii, 228p; II 192p; III 234p). 12&deg;",Corvey; CME 3-628-47837-5; ECB 236; EN2 1804: 21; xNSTC; OCLC 43432334
