id,source_date_accessed,source_id,author,year,gender,genre,title,format,catalogue_numbers
436,20100817,1805A065,"Olivia Wilmot SERRES [n&#233;e WILMOT, Olivia]",1805,Female,,ST. JULIAN: IN A SERIES OF LETTERS. BY MRS. J. T. SERRES,"1 vol.  (167p, ill.). 8&deg;",MH-H EC8.Se685.805s; EN2 1805: 64; xNSTC; xOCLC
438,20100817,1805A067,Elizabeth Isabella SPENCE,1805,Female,,"THE NOBILITY OF THE HEART: A NOVEL. BY ELIZABETH ISABELLA SPENCE, AUTHOR OF HELEN SINCLAIR. IN THREE VOLUMES",3 vols (I 299p; II 281p; III 251p). 12&deg;,Corvey; CME 3-628-48722-6; ECB 554; EN2 1805: 66; xNSTC; OCLC 5107958
439,20100817,1805A068,Miss TAYLOR,1805,Female,,THE HEIRESS OF AVONMORE. A NOVEL. IN THREE VOLUMES. BY THE AUTHOR OF THE NOBLEMAN AND HIS STEWARD,"3 vols (I 247p, ill.; II 343p; III 328p). 12&deg;",Corvey; CME 3-628-47723-9; ECB 263; EN2 1805: 67; xNSTC; OCLC 48450593
440,20100817,1805A069,Mrs F. TEMPLE,1805,Female,,"FERDINAND FITZORMOND; OR, THE FOOL OF NATURE. BY MRS. TEMPLE. IN FIVE VOLUMES","5 vols (I vii, 303p; II 368p; III 347p; IV 298p; V 341p). 12&deg;",Corvey; CME 3-628-48948-2; ECB 582; EN2 1805: 68; NSTC T460; OCLC 13379452
443,20100817,1805A072,Sophia WOODFALL,1805,Female,,"ROSA; OR, THE CHILD OF THE ABBEY. A NOVEL. IN FOUR VOLUMES. BY SOPHIA WOODFALL, AUTHOR OF MONTRAVERS",4 vols (I 216p; II 246p; III 244p; IV 232p). 12&deg;,Corvey; CME 3-628-48982-2; ECB 647; EN2 1805: 71; xNSTC; xOCLC
445,20100817,1805A074,Mrs R. P. M. YORKE,1805,Female,potgoth,"MY MASTER'S SECRET; OR, THE TROUBLESOME STRANGER. IN TWO VOLUMES",2 vols (I 268p; II 312p). 12&deg;,Corvey; CME 3-628-48173-2; ECB 652; EN2 1805: 73; xNSTC; xOCLC
446,20100817,1805A075,Mary Julia YOUNG,1805,Female,potgoth|romance,"DONALDA; OR, THE WITCHES OF GLENSHIEL. A CALEDONIAN LEGEND, IN TWO VOLUMES. BY MARY JULIA YOUNG, AUTHOR OF MOSS CLIFF ABBEY; RIGHT AND WRONG; THE EAST INDIAN; ROSE MOUNT CASTLE, &C",2 vols (I 288p; II 315p). 12&deg;,Corvey; CME 3-628-48991-1; ECB 653; EN2 1805: 74; xNSTC; xOCLC
448,20100817,1806A001,ANON,1806,Female,a,"THE BRAVO OF BOHEMIA; OR, THE BLACK FOREST. A ROMANCE. IN FOUR VOLUMES. BY A LADY","4 vols (I ii, 279p; II 222p; III 303p; IV 292p). 12&deg;",ViU PZ2.B7371806; ECB 72; EN2 1806: 1; xNSTC; OCLC 6630508
453,20100817,1806A006,Margaret HURRY,1806,Female,,DONALD. A NOVEL. IN THREE VOLUMES,3 vols (I 335p; II 324p; III 213p). 12&deg;,Corvey; CME 3-628-47448-5; ECB 168; EN2 1806: 6; NSTC D1544; OCLC 11998923
454,20100817,1806A007,ANON,1806,Female,a,EVERSFIELD ABBEY: A NOVEL. BY THE AUTHORESS OF THE AUNT AND THE NIECE,3 vols (I 244p; II 269p; III 273p). 12&deg;,Corvey; CME 3-628-47594-5; ECB 194; EN2 1806: 7; NSTC E1542; OCLC 45132687
464,20100817,1806A017,Anna Maria BENNETT,1806,Female,,"VICISSITUDES ABROAD; OR, THE GHOST OF MY FATHER. A NOVEL. IN SIX VOLUMES. BY MRS. BENNETT, AUTHOR OF ANNA; JUVENILE INDISCRETIONS; AGNES DE COURCI; ELLEN; BEGGAR GIRL, &C","6 vols (I vi, 308p; II 340p; III 323p; IV 355p; V 316p; VI 384p). 12&deg;",Corvey; CME 3-628-47253-9; ECB 50; EN2 1806: 18; NSTC B1579; OCLC 6652683
466,20100817,1806A019,Harriet BUTLER,1806,Female,,"VENSENSHON; OR, LOVE'S MAZES. A NOVEL. IN THREE VOLUMES. BY MRS. HARRIET BUTLER",3 vols (I 231p; II 230p; III 244p). 12&deg;,Corvey; CME 3-628-47151-6; ECB 89; EN2 1806: 20; xNSTC; OCLC 11687373
469,20100817,1806A022,Catherine CUTHBERTSON,1806,Female,?|romance,"SANTO SEBASTIANO: OR, THE YOUNG PROTECTOR. A NOVEL. IN FIVE VOLUMES. BY THE AUTHOR OF ""THE ROMANCE OF THE PYREN&#201;ES.""",5 vols (I 418p; II 405p; III 416p; IV 422p; V 455p). 12&deg;,BL 12650.aaa.166; ECB 514; EN2 1806: 24; NSTC C4645; OCLC 1630448
470,20100817,1806A023,Charlotte DACRE,1806,Female,,"ZOFLOYA; OR, THE MOOR: A ROMANCE OF THE FIFTEENTH CENTURY. IN THREE VOLUMES. BY CHARLOTTE DACRE, BETTER KNOWN AS ROSA MATILDA, AUTHOR OF THE NUN OF ST. OMERS, HOURS OF SOLITUDE, &C",3 vols (I 283p; II 283p; III 236p). 12&deg;,Corvey; CME 3-628-47388-8; ECB 149; EN2 1806: 25; NSTC B6026; OCLC 6720614
472,20100817,1806A025,Thomasine DENNIS,1806,Female,,SOPHIA ST. CLARE. A NOVEL. IN TWO VOLUMES,2 vols (I 200p; II 204p). 12&deg;,Corvey; CME 3-628-48714-5; ECB 550; EN2 1806: 27; NSTC  S199; xOCLC
473,20100817,1806A026,Maria EDGEWORTH,1806,Female,goth,LEONORA. BY MISS EDGEWORTH. IN TWO VOLUMES,2 vols (I 291p; II 291p). 8&deg;,Corvey; CME 3-628-47571-6; ECB 178; EN2 1806: 29; NSTC E235; OCLC 4321274
474,20100817,1806A027,Mrs EDGEWORTH,1806,Female,goth,"ADELAIDE; OR, THE CHATEAU DE ST. PIERRE. IN FOUR VOLUMES. A TALE OF THE SIXTEENTH CENTURY. BY MRS. EDGEWORTH",4 vols (I 218p; II 227p; III 247p; IV 228p). 12&deg;,BL 12611.bbb.9; ECB 178; EN2 1806: 28; NSTC E222; OCLC 13343186
475,20100817,1806A028,Sophia FRANCES,1806,Female,,"VIVONIO; OR, THE HOUR OF RETRIBUTION. A ROMANCE. IN FOUR VOLUMES. BY A YOUNG LADY",4 vols (I 286p; II 272p; III 298p; IV 348p). 12&deg;,Corvey; CME 3-628-47834-0; ECB 616; EN2 1806: 30; NSTC V4975; xOCLC
476,20100817,1806A029,"St&#233;phanie F&#233;licit&#233;, Comtesse de GENLIS",1806,Female,?,"ALPHONSINE: OR, MATERNAL AFFECTION. A NOVEL. BY MADAME GENLIS. IN FOUR VOLUMES",4 vols (I 372p; II 309p; III 424p; IV 355p). 12&deg;,CtY-BR Hfd29.298c; ECB 225; EN2 1806: 31; xNSTC; OCLC 45603313
477,20100817,1806A030,"St&#233;phanie F&#233;licit&#233;, Comtesse de GENLIS",1806,Female,?,"THE IMPERTINENT WIFE: A MORAL TALE: CONTAINING ALSO, THE FAIR PENITENT, DALIDOR & MULCE, AND LOVERS WITHOUT LOVE. FROM THE FRENCH OF MADAME GENLIS",1 vol.  (223p). 12&deg;,Georgia State University PQ1985.G5.A2.1806 [not seen]; ECB 225; EN2 1806: 32; xNSTC; OCLC 45320233
478,20100817,1806A031,"St&#233;phanie F&#233;licit&#233;, Comtesse de GENLIS",1806,Female,?,"MADAME DE MAINTENON, TRANSLATED FROM THE FRENCH OF MADAME DE GENLIS","2 vols (I xxiv, 263p; II 263p). 12&deg;",MH-H *FC7.G2875.Eg806mc; ECB 225; EN2 1806: 33; xNSTC; OCLC 5887518
480,20100817,1806A033,Ann Mary HAMILTON,1806,Female,,"THE FOREST OF ST. BERNARDO. A NOVEL, IN FOUR VOLUMES. BY MISS M. HAMILTON",4 vols (I 176p; II 236p; III 216p; IV 236p). 12&deg;,O 249.s.67-70; EN2 1806: 34; NSTC H299; OCLC 6778738
481,20100817,1806A034,Jane HARVEY,1806,Female,,"THE CASTLE OF TYNEMOUTH. A TALE. BY JANE HARVEY, AUTHOR OF WARKFIELD CASTLE, &C. &C. IN TWO VOLUMES","2 vols (I viii, 208p; II 194p). 12&deg;",Corvey; CME 3-628-47643-7; ECB 257; EN2 1806: 35; NSTC H763; OCLC 11757482
482,20100817,1806A035,Rachel HUNTER,1806,Female,?|potgoth,"LADY MACLAIRN, THE VICTIM OF VILLANY [sic]. A NOVEL. IN FOUR VOLUMES. BY MRS. HUNTER, OF NORWICH, AUTHOR OF LETITIA; THE UNEXPECTED LEGACY; THE HISTORY OF THE GRUBTHORPE FAMILY; PALMERSTONE'S LETTERS, &C. &C","4 vols (I iv, 316p; II 368p; III 340p; IV 311p). 12&deg;",Corvey; CME 3-628-47802-2; EN2 1806: 36; NSTC H3174; xOCLC
483,20100817,1806A036,Mrs ISAACS,1806,Female,,"THE WOOD NYMPH, A NOVEL; IN THREE VOLUMES. BY THE AUTHOR OF ""ARIEL,"" AND ""GLENMORE ABBEY.""",3 vols (I 224p; II 224p; III 208p). 12&deg;,BL C171.aa.4; NSTC I524; EN2 1806: 37; xOCLC
484,20100817,1806A037,Mrs A. KENDALL,1806,Female,,"MORELAND MANOR; OR, WHO IS THE HEIR? A NOVEL, IN THREE VOLUMES. BY MRS. KENDAL, AUTHOR OF DERWENT PRIORY, CASTLE ON THE ROCK, &C. &C","3 vols (I viii, 246p; II 296p; III 254p). 12&deg;",Corvey; CME 3-628-47916-9; ECB 318; EN2 1806: 38; NSTC K241; xOCLC
485,20100817,1806A038,Marianne KENLEY,1806,Female,,"THE COTTAGE OF THE APPENINES, OR, THE CASTLE OF NOVINA. A ROMANCE. IN FOUR VOLUMES. DEDICATED, BY PERMISSION, TO THE MOST NOBLE THE MARCHIONESS OF DONEGALL. BY MARRIANNE [sic] KENLEY",4 vols (I 251p; II 226p; III 210p; IV 208p). 12&deg;,BL 12603.aa.11; EN2 1806: 39; NSTC K272; xOCLC
487,20100817,1806A040,Eliza LAKE,1806,Female,,"THE WHEEL OF FORTUNE. A NOVEL. IN THREE VOLUMES. BY ELIZA LAKE, AUTHOR OF DE VALCOURT","3 vols (I iv, 256p; II 251p; III 261p). 12&deg;",Corvey; CME 3-628-47895-2; ECB 632; EN2 1806: 41; xNSTC; xOCLC
490,20100817,1806A043,Mrs LESLIE,1806,Female,,"FIRESIDE STORIES; OR, THE PLAIN TALES OF AUNT DEBORAH AND HER FRIENDS. IN THREE VOLUMES. BY THE AUTHOR OF A PLAIN STORY, GLEANINGS OF A WANDERER, &C",3 vols (I 178p; II 232p; III 235p). 12&deg;,Corvey; CME 3-628-47552-X; ECB 206; EN2 1806: 44; xNSTC; xOCLC
491,20100817,1806A044,"Catherine MANNERS [afterwards STEPNEY, Catherine Lady]",1806,Female,,"CASTLE NUOVIER; OR, HENRII AND ADELINA. A ROMANCE. IN TWO VOLUMES. BY MRS. MANNERS",2 vols (I 316p; II 323p). 12&deg;,Corvey; CME 3-628-48085-X; ECB 366; EN2 1806: 45; xNSTC; xOCLC
492,20100817,1806A045,Mary MEEKE,1806,Female,?,"SOMETHING STRANGE. A NOVEL. IN FOUR VOLUMES. BY GABRIELLI, AUTHOR OF THE MYSTERIOUS HUSBAND, INDEPENDENCE, &C. &C",4 vols (I 280p; II 324p; III 332p; IV 353p). 12&deg;,Corvey; CME 3-628-47884-7; ECB 549; EN2 1806: 46; xNSTC; xOCLC
495,20100817,1806A048,Henrietta Rouviere MOSSE,1806,Female,?|romance,"THE HEIRS OF VILLEROY. A ROMANCE. IN THREE VOLUMES. BY HENRIETTA ROUVIERE, AUTHOR OF LUSSINGTON ABBEY, &C","3 vols (I xi, 236p, ill.; II 274p; III 380p). 12&deg;",Corvey; CME 3-628-48347-6; ECB 399; EN2 1806: 49; NSTC R1780; OCLC 6950161
496,20100817,1806A049,Christiane Benedicte Eugenie NAUBERT,1806,Female,potgoth|romance,"FEUDAL TYRANTS; OR, THE COUNTS OF CARLSHEIM AND SARGANS. A ROMANCE. TAKEN FROM THE GERMAN. IN FOUR VOLUMES. BY M. G. LEWIS, AUTHOR OF THE BRAVO OF VENICE, ADELGITHA, RUGANTINO, &C",4 vols (I 310p; II 352p; III 410p; IV 338p). 12&deg;,BL 1156.3.22; ECB 343; EN2 1806: 50; NSTC L1499; OCLC 6883656
497,20100817,1806A050,Mrs NORRIS,1806,Female,,"THE STRANGERS; A NOVEL. IN THREE VOLUMES. BY MRS. NORRIS, AUTHOR OF SECOND LOVE, &C","3 vols (I xxiii, 306p; II 376p; III 364p). 12&deg;",IU 823.N79s; EN2 1806: 51; NSTC N1196; xOCLC
498,20100817,1806A051,Amelia Alderson OPIE,1806,Female,?,SIMPLE TALES: BY MRS. OPIE. IN FOUR VOLUMES,4 vols (I 352p; II 301p; III 321p; IV 282p). 12&deg;,BRu ENC; ECB 423; EN2 1806: 52; xNSTC; OCLC 9666182
499,20100817,1806A052,"Sydney OWENSON [afterwards MORGAN, Lady Sydney]",1806,Female,,"THE NOVICE OF SAINT DOMINICK. BY MISS OWENSON, AUTHOR OF ST. CLAIR. IN FOUR VOLUMES",4 vols (I 364p; II 379p; III 393; IV 395p). 12&deg;,Corvey; CME 3-628-48325-5; ECB 396; EN2 1806: 53; NSTC O732; OCLC 6949862
500,20100817,1806A053,"Sydney OWENSON [afterwards MORGAN, Lady Sydney]",1806,Female,,"THE WILD IRISH GIRL; A NATIONAL TALE. BY MISS OWENSON, AUTHOR OF ST. CLAIR, THE NOVICE OF ST. DOMINICK, &C. &C. &C. IN THREE VOLUMES","3 vols (I xxxiii, 261p; II 265p; III 264p). 12&deg;",Corvey; CME 3-628-48373-5; ECB 396; EN2 1806: 54; NSTC O737; OCLC 13681940
502,20100817,1806A055,Sarah Cornelia PALMER,1806,Female,,THE DREAM. BY SARAH CORNELIA PALMER,"1 vol.  (iv, 123p). 8&deg;",C 8000.c.230; EN2 Update 3; NSTC P199; xOCLC
504,20100817,1806A057,Mrs D. ROBERTS,1806,Female,,"DELMORE, OR MODERN FRIENDSHIP. A NOVEL. IN THREE VOLUMES. BY MRS. ROBERTS","3 vols (I xii, 228p; II 236p; III 234p). 12&deg;",Corvey; CME 3-628-48653-X; EN2 1806: 57; xNSTC; OCLC 7016004
509,20100817,1806A062,,1806,Female,a,"DOMESTIC SCENES. FROM THE GERMAN. IN THREE VOLUMES. BY THE AUTHOR OF AGNES DE LILIEN, STATIRA, RESTLESS MATRON, &C. &C",3 vols (I 352p; II 329p; III 323p). 12&deg;,Corvey; CME 3-628-47478-7; ECB 168; EN2 1806: 61; xNSTC; OCLC 11982181
511,20100817,1806A064,Louisa Sidney STANHOPE,1806,Female,,"MONTBRASIL ABBEY; OR, MATERNAL TRIALS. A TALE. IN TWO VOLUMES","2 vols (I iv, 266p; II 205p). 12&deg;",Corvey; CME 3-628-48272-0; ECB 392; EN2 1806: 63; xNSTC; OCLC 7097179
512,20100817,1806A065,"Elizabeth STRUTT [formerly BYRON, Elizabeth]",1806,Female,,"ANTI-DELPHINE: A NOVEL, FOUNDED ON FACTS. BY MRS. BYRON. IN TWO VOLUMES","2 vols (I x, 305p; II 290p). 12&deg;",Corvey; CME 3-628-47154-0; ECB 90; EN2 1806: 21; NSTC S4206; OCLC 21918409
514,20100817,1806A067,Miss TAYLOR,1806,Female,,"THE FATHER AND SON; OR, DE CLAREMONT. A DESULTORY TALE. IN THREE VOLUMES",3 vols (I 232p; II 240p; III 282p). 12&deg;,Corvey; CME 3-628-47502-3; ECB 201; EN2 1806: 65; NSTC T270; xOCLC
515,20100817,1806A068,Elizabeth THOMAS,1806,Female,,THE THREE OLD MAIDS OF THE HOUSE OF PENRUDDOCK. A NOVEL. IN THREE VOLUMES. BY MRS. BRIDGET BLUEMANTLE,3 vols (I 249p; II 276p; III 264p). 12&deg;,CtY-BR In.T362.806; ECB 590; EN2 1806: 66; xNSTC; xOCLC
517,20100817,1806A070,Caroline Matilda WARREN,1806,Female,,"CONRADE; OR, THE GAMESTERS. A NOVEL, FOUNDED ON FACTS. IN TWO VOLUMES. BY CAROLINE MATILDA WARREN","2 vols (I xi, 216p; II 214p). 12&deg;",Corvey; CME 3-628-48877-X; ECB 624; EN2 1806: 68; NSTC W670; xOCLC
518,20100817,1806A071,Sarah Scudgell WILKINSON,1806,Female,,"THE THATCHED COTTAGE; OR, SORROWS OF EUGENIA. A NOVEL. IN TWO VOLUMES. BY SARAH WILKINSON","2 vols (I vii, 272p; II 265p). 12&deg;",Corvey; CME 3-628-48926-1; ECB 638; EN2 1806: 69; xNSTC; xOCLC
529,20100817,1807A010,Mrs E. G. BAYFIELD,1807,Female,,"A WINTER AT BATH; OR, LOVE AS IT MAY BE, AND FRIENDSHIP AS IT OUGHT TO BE. A NOVEL IN 4 VOLS. FROM THE CHASTE AND CLASSICAL PEN OF MRS. BAYFIELD",4 vols. 12&deg;,No copy located; ECB 44; EN2 1807: 9; xNSTC; xOCLC
531,20100817,1807A012,Harriet BUTLER,1807,Female,,"COUNT EUGENIO; OR, FATAL ERRORS: A TALE, FOUNDED ON FACT. BY MRS. BUTLER. IN TWO VOLUMES","2 vols (I viii, 258p; II 270p). 12&deg;",Corvey; CME 3-628-47149-4; ECB 89; EN2 1807: 11; xNSTC; OCLC 44120374
533,20100817,1807A014,Harriet CORP,1807,Female,,"AN ANTIDOTE TO THE MISERIES OF HUMAN LIFE, IN THE HISTORY OF WIDOW PLACID, AND HER DAUGHTER RACHEL","1 vol.  (vi, 137p). 12&deg;",BL 4413.ff.46(1); EN2 1807: 14; NSTC C3714; OCLC 11462418
534,20100817,1807A015,Sophie Ristaud COTTIN,1807,Female,potgoth|romance,"ELIZABETH; OR, THE EXILES OF SIBERIA. A TALE, FOUNDED ON FACTS. ALTERED FROM THE FRENCH OF MADAME DE COTTIN, BY MRS. MEEKE","1 vol.  (vi, 237p). 12&deg;",CtY Hfd29.602m; EN2 1807: 15; xNSTC; OCLC 44503485
536,20100817,1807A017,Charlotte DACRE,1807,Female,,"THE LIBERTINE; BY CHARLOTTE DACRE, BETTER KNOWN AS ROSA MATILDA, AUTHOR OF HOURS OF SOLITUDE, NUN OF ST. OMER'S, ZOFLOYA, &C. IN FOUR VOLUMES",4 vols (I 162p; II 171p). 12&deg;,IU 823.D119l; ECB 149; EN2 1807: 17; xNSTC; OCLC 17342604
542,20100817,1807A023,Sophia FRANCES,1807,Female,,"CONSTANCE DE LINDENSDORF; OR, THE FORCE OF BIGOTRY. A TALE. IN FOUR VOLUMES. BY SOPHIA FRANCES, AUTHOR OF VIVONIO, &C","4 vols (I 286p, ill.; II 266p; III 244p; IV 260p). 12&deg;",Corvey; CME 3-628-47831-6; ECB 215; EN2 1807: 23; NSTC F1451; OCLC 6754905
543,20100817,1807A024,Sophia FRANCES,1807,Female,,"THE NUN OF MISERECORDIA; OR, THE EVE OF ALL SAINTS. A ROMANCE. IN FOUR VOLUMES. BY SOPHIA FRANCES, AUTHOR OF VIVONIO, CONSTANCE DE LINDENSDORF, &C",4 vols (I 263p; II 253p; III 263p; IV 271p). 12&deg;,O 249.s.462&ndash;465; ECB 215; EN2 1807: 24; NSTC F1452; OCLC 6764856
544,20100817,1807A025,Miss GUION,1807,Female,,THE THREE GERMANS. MYSTERIES EXEMPLIFIED IN THE LIFE OF HOLSTEIN OF LUTZTEIN. A GERMAN ROMANCE. IN THREE VOLUMES,3 vols (I 179p; II 151p; III 188p). 12&deg;,Corvey; CME 3-628-48956-3; EN2 1807: 26; NSTC H2272; OCLC 48496579
546,20100817,1807A027,Augusta Ann HIRST,1807,Female,,HELEN; OR DOMESTIC OCCURRENCES. A TALE. IN TWO VOLUMES,"2 vols (I xxx, 266p; II 263p). 12&deg;",MH-H *EC8.H6181.807h; ECB 271; EN2 1807: 28; NSTC H1826; OCLC 22001004
547,20100817,1807A028,Therese HUBER,1807,Female,,FRANCIS AND JOSEPHA. A TALE. FROM THE GERMAN OF HUBER. BY WILLIAM FARDELY,"1 vol.  (viii, 101p). 8&deg;",BL 1509/297; ECB 286; EN2 1807: 29; NSTC H2897; xOCLC
548,20100817,1807A029,Rachel HUNTER,1807,Female,?,"FAMILY ANNALS; OR, WORLDLY WISDOM. A NOVEL. IN FIVE VOLUMES. BY MRS. HUNTER, OF NORWICH; AUTHOR OF LAETITIA;&#8212;GRUBTHORPE FAMILY;&#8212;UNEXPECTED LEGACY;&#8212;LADY PALMERSTON'S LETTERS; &C. &C","5 vols (I xvi, 243p; II 227p; III 226p; IV 234p; V 209p). 12&deg;",Corvey; CME 3-628-47805-7; ECB 289; EN2 1807: 30; xNSTC; OCLC 11815105
559,20100817,1807A040,Eliza Kirkham MATHEWS,1807,Female,,"GRIFFITH ABBEY, OR, MEMOIRS OF EUGENIA. BY MRS. C. MATHEWS. IN TWO VOLUMES",2 vols ( I 251p; II 244p). 12&deg;,BL 12613.bb.20; ECB 246; EN2 1807: 41; NSTC M1664; xOCLC
565,20100817,1807A046,Henrietta Rouviere MOSSE,1807,Female,?|romance,"A PEEP AT OUR ANCESTORS. AN HISTORICAL ROMANCE. IN FOUR VOLUMES. BY HENRIETTA ROUVIERE, AUTHOR OF LUSSINGTON ABBEY, HEIRS OF VILLEROY, &C","4 vols (I xv, 190p, ill.; II 219p; III 253p; IV 284p). 12&deg;",Corvey; CME 3-628-48350-6; ECB 399; EN2 1807: 47; NSTC R1781; xOCLC
567,20100817,1807A048,Anne ORMSBY,1807,Female,?|romance,"THE SOLDIER'S FAMILY; OR, GUARDIAN GENII. A ROMANCE. IN FOUR VOLUMES. BY ANNE ORMSBY, AUTHOR OF MEMOIRS OF A FAMILY IN SWISSERLAND",4 vols (I 411p; II 396p; III 488p; IV 472p). 12&deg;,Corvey; CME 3-628-48315-8; ECB 425; EN2 1807: 49; NSTC O482; xOCLC
568,20100817,1807A049,Eliza PARSONS,1807,Female,potgoth,"THE CONVICT, OR NAVY LIEUTENANT. A NOVEL. BY MRS. PARSONS, AUTHOR OF THE MISER AND HIS FAMILY; MURRAY HOUSE; THE MYSTERIOUS VISIT, &C. &C. &C. FOUR VOLUMES",4 vols (I 259p; II 272p; III 264p; IV 350p). 12&deg;,Corvey; CME 3-628-48425-1; ECB 435; EN2 1807: 50; NSTC P563; OCLC 47639395
569,20100817,1807A050,Mary PILKINGTON,1807,Female,,ELLEN; HEIRESS OF THE CASTLE. IN THREE VOLUMES. BY MRS. PILKINGTON,"3 vols (I xi, 326p; II 348p; III 323p). 12&deg;",Corvey; CME 3-628-48443-X; ECB 450; EN2 1807: 51; xNSTC; xOCLC
570,20100817,1807A051,Anna Maria PORTER,1807,Female,?|potgoth,THE HUNGARIAN BROTHERS. BY MISS ANNA MARIA PORTER. IN THREE VOLS,"3 vols (I vii, 234p; II 274p; III 278p). 12&deg;",BL N.2499; ECB 463; EN2 1807: 52; NSTC P2590; OCLC 6977684
571,20100817,1807A052,Sophia REEVE,1807,Female,,"THE MYSTERIOUS WANDERER. A NOVEL: IN THREE VOLUMES. DEDICATED, BY PERMISSION, TO THE RIGHT HON. LADY ELIZABETH SPENCER. BY SOPHIA REEVE","3 vols (I ix, 252p; II 248p; III 246p). 12&deg;",MH-H *EC8.R2592.807m; ECB 483; EN2 1807: 53; xNSTC; OCLC 7025944
572,20100817,1807A053,Regina Maria ROCHE,1807,Female,potgoth,ALVONDOWN VICARAGE. A NOVEL. IN TWO VOLUMES,2 vols (I 279p; II 290p). 12&deg;,Corvey; CME 3-628-47051-X; ECB 14; EN2 1807: 54; NSTC R1414; xOCLC
573,20100817,1807A054,Regina Maria ROCHE,1807,Female,potgoth,"THE DISCARDED SON; OR, HAUNT OF THE BANDITTI. A TALE. IN FIVE VOLUMES. BY REGINA MARIA ROCHE, AUTHOR OF THE CHILDREN OF THE ABBEY, &C",5 vols (I 315p; II 317p; III 320p; IV 264p; V 350p). 12&deg;,Corvey; CME 3-628-48458-8; ECB 498; EN2 1807: 55; NSTC R1415; OCLC 7027021
577,20100817,1807A058,Catherine SMITH,1807,Female,,"THE MISANTHROPE FATHER; OR, THE GUARDED SECRET: A NOVEL, IN THREE VOLUMES. BY MISS SMITH","3 vols (I iii, 246p; II 255p; III 258p). 12&deg;",BL 12614.aa.25; ECB 544; EN2 1807: 60; NSTC S2363; xOCLC
579,20100817,1807A060,Elizabeth Isabella SPENCE,1807,Female,,"THE WEDDING DAY, A NOVEL, BY ELIZABETH ISABELLA SPENCE, AUTHOR OF ""THE NOBILITY OF THE HEART,"" &C. &C",3 vols (I 194p; II 168p; III 215p). 12&deg;,Corvey; CME 3-628-48724-2; ECB 554; EN2 1807: 62; xNSTC; OCLC 7903934
580,20100817,1807A061,Catherine Fran&#231;oise-Ad&#233;laide de ST VENANT,1807,Female,,"LEOPOLD DE CIRCE; OR, THE EFFECTS OF ATHEISM. BY M. DE ST. VENANT, MEMBER OF THE NATIONAL INSTITUTE. TRANSLATED BY J. S. BYERLEY, ESQ",2 vols (I 171p; II 163p). 12&deg;,BL 12510.b.27; ECB 90; EN2 1807: 56; NSTC S231; OCLC 14340976
581,20100817,1807A062,Anne Louise Germaine de STAÃ‹L-HOLSTEIN,1807,Female,,"CORINNA; OR, ITALY. BY MAD. DE STAÃ‹L HOLSTEIN. IN THREE VOLUMES",3 vols (I 398p; II 420p; III 440p. 12mo). 12&deg;,BL 1206.g.2&ndash;4; ECB 557; EN2 1807: 63; NSTC S3432; OCLC 32514777
582,20100817,1807A063,Louisa Sidney STANHOPE,1807,Female,,"THE BANDIT'S BRIDE; OR, THE MAID OF SAXONY. A ROMANCE. IN FOUR VOLUMES. BY THE AUTHOR OF MONTBRASIL ABBEY, &C",4 vols (I 264p; II 254p; III 243p; IV 239p). 12&deg;,CtY-BR In.St24.807; ECB 558; EN2 1807: 64; xNSTC; OCLC 7097030
583,20100817,1807A064,"Elizabeth STRUTT [formerly BYRON, Elizabeth]",1807,Female,,"DRELINCOURT AND RODALVI; OR, MEMOIRS OF TWO NOBLE FAMILIES. A NOVEL, IN THREE VOLUMES. BY MRS. BYRON, AUTHOR OF ANTI-DELPHINE","3 vols (I iii, 241p; II 260p; III 293p). 12&deg;",Corvey; CME 3-628-47176-1; ECB 90; EN2 1807: 12; NSTC B6043; xOCLC
584,20100817,1807A065,Maria THARMOTT,1807,Female,,"SANS SOUCI PARK; OR, THE MELANGE. A NOVEL, IN THREE VOLUMES. BY MARIA THARMOTT",3 vols (I 316p; II 263p; III 229p). 8&deg;,Corvey; CME 3-628-48949-0; ECB 583; EN2 1807: 65; xNSTC; xOCLC
585,20100817,1807A066,Anna THOMSON,1807,Female,,"LAURETTE; OR, THE CAPRICES OF FORTUNE. A NOVEL. IN THREE VOLUMES. BY MRS. THOMSON",3 vols (I 254p; II 228p; III 247p). 12&deg;,Corvey; CME 3-628-48954-7; ECB 586; EN2 1807: 66; xNSTC; xOCLC
587,20100817,1807A068,Sarah Scudgell WILKINSON,1807,Female,,"THE FUGITIVE COUNTESS; OR, CONVENT OF ST. URSULA. A ROMANCE. IN FOUR VOLUMES. BY SARAH WILKINSON","4 vols (I ii, 213p; II 212p; III 233p; IV 184p). 12&deg;",Corvey; CME 3-628-48924-5; ECB 638; EN2 1807: 68; NSTC W1943; OCLC 48850769
588,20100817,1807A069,Mary Julia YOUNG,1807,Female,?|potgoth,"A SUMMER AT BRIGHTON. A MODERN NOVEL, IN THREE VOLUMES",3 vols (I 256p; II 257p; III 246p). 12&deg;,BL 12611.bbb.6; ECB 569; EN2 1807: 69; NSTC Y231; xOCLC
610,20100817,1808A022,Mrs BARNBY,1808,Female,,"THE AMERICAN SAVAGE; OR, ORAB AND PHOEBE. BY MRS. BARNBY",2 vols. 12&deg;,No copy located; ECB 40; EN2 1808: 23; xNSTC; xOCLC
